"","Estimate","Std. Error","t value","Pr(>|t|)"
"Month01",9.50554829288899,0.639173123796156,14.8716332696124,2.58794566843707e-31
"Month02",9.59574000955079,0.65411727043729,14.6697548638883,8.76857608899167e-31
"Month03",9.77170520211207,0.654891738231343,14.9211001325233,1.92004359815998e-31
"Month04",9.79529359774652,0.646119943159622,15.1601783870748,4.5496629341687e-32
"Month05",9.94074634988743,0.64995839981334,15.2944347711212,2.0312132770897e-32
"Month06",9.99874688117143,0.643477380259048,15.5386143909926,4.70524217604845e-33
"Month07",10.0083432406491,0.655304250700711,15.272819045424,2.31257656853942e-32
"Month08",10.0268654530234,0.643276526017316,15.5871775939069,3.51998229167208e-33
"Month09",10.0350720559519,0.650608968688993,15.4241219209951,9.33496161289096e-33
"Month10",10.037262093482,0.649028184967063,15.4650634995017,7.30563347833349e-33
"Month11",9.88345831013173,0.650248804229669,15.1995024763489,3.5919193974124e-32
"Month12",9.86953411344987,0.659238337752561,14.9711167392002,1.42008778243824e-31
"time_trend",0.00490514687785572,0.000347463976618919,14.1169940135563,2.51665686251353e-29
"log_KGZ_BRE_RUBLE",-1.05193544429901,0.138465993825514,-7.59706708655551,3.02559321738799e-12
"covid",-0.107292910307429,0.0871271178451354,-1.2314525369488,0.220080836670896
